Type,Priority,Content,File,Line
Unchecked Task,medium,"Suture removal (Week 2)","docs/analysis/ankle-surgery-page-improvement-analysis.md",163
Unchecked Task,medium,"Cast to boot transition (Week 6)","docs/analysis/ankle-surgery-page-improvement-analysis.md",164
Unchecked Task,medium,"Begin weight bearing (Week 6-8)","docs/analysis/ankle-surgery-page-improvement-analysis.md",165
Unchecked Task,medium,"Return to driving (Week 8)","docs/analysis/ankle-surgery-page-improvement-analysis.md",166
Unchecked Task,medium,"Return to sports (Week 12-16)","docs/analysis/ankle-surgery-page-improvement-analysis.md",167
Unchecked Task,medium,"Database schema updated with new fields","docs/analysis/PROCEDURE_EXPANSION_PLAN.md",184
Unchecked Task,medium,"Task categories expanded","docs/analysis/PROCEDURE_EXPANSION_PLAN.md",185
Unchecked Task,medium,"Research completed for all 3 procedures","docs/analysis/PROCEDURE_EXPANSION_PLAN.md",186
Unchecked Task,medium,"All 3 procedures added to procedureCareTasks.ts","docs/analysis/PROCEDURE_EXPANSION_PLAN.md",189
Unchecked Task,medium,"15-20 tasks per procedure implemented","docs/analysis/PROCEDURE_EXPANSION_PLAN.md",190
Unchecked Task,medium,"Proper categorization and timing","docs/analysis/PROCEDURE_EXPANSION_PLAN.md",191
Unchecked Task,medium,"DO/DO_NOT tasks configured","docs/analysis/PROCEDURE_EXPANSION_PLAN.md",192
Unchecked Task,medium,"Procedures seeded in database","docs/analysis/PROCEDURE_EXPANSION_PLAN.md",195
Unchecked Task,medium,"Available in onboarding flow","docs/analysis/PROCEDURE_EXPANSION_PLAN.md",196
Unchecked Task,medium,"Timeline displays correctly","docs/analysis/PROCEDURE_EXPANSION_PLAN.md",197
Unchecked Task,medium,"Admin can manage tasks","docs/analysis/PROCEDURE_EXPANSION_PLAN.md",198
NOTE,low,"This analysis preserves the intentional hybrid architecture while identifying opportunities for optimization and cleanup.*","docs/analysis/technical-debt-analysis.md",336
TODO Section,medium,"### Tasks","docs/API_GUIDE.md",180
NOTE,low,"s:**","docs/API_MOBILE_NOTIFICATIONS.md",110
Unchecked Task,medium,"Unit tests for new shared utilities","docs/CODE_DUPLICATION_ANALYSIS.md",715
Unchecked Task,medium,"Integration tests comparing mobile API vs web API results","docs/CODE_DUPLICATION_ANALYSIS.md",717
Unchecked Task,medium,"Verify restriction calculations match across all consumers","docs/CODE_DUPLICATION_ANALYSIS.md",718
Unchecked Task,medium,"Test task status/overdue logic consistency","docs/CODE_DUPLICATION_ANALYSIS.md",719
Unchecked Task,medium,"Validate error message formatting across all endpoints","docs/CODE_DUPLICATION_ANALYSIS.md",720
Unchecked Task,medium,"Performance test shared utilities under load","docs/CODE_DUPLICATION_ANALYSIS.md",721
Unchecked Task,medium,"Check for any breaking changes in existing consumers","docs/CODE_DUPLICATION_ANALYSIS.md",722
Unchecked Task,medium,"Visual appearance matches design","docs/COMPONENT_MIGRATION_GUIDE.md",175
Unchecked Task,medium,"All variants work correctly","docs/COMPONENT_MIGRATION_GUIDE.md",176
Unchecked Task,medium,"Responsive on mobile/tablet/desktop","docs/COMPONENT_MIGRATION_GUIDE.md",177
Unchecked Task,medium,"Keyboard navigation works","docs/COMPONENT_MIGRATION_GUIDE.md",178
Unchecked Task,medium,"Screen reader compatible","docs/COMPONENT_MIGRATION_GUIDE.md",179
Unchecked Task,medium,"Dark mode support (if applicable)","docs/COMPONENT_MIGRATION_GUIDE.md",180
Unchecked Task,medium,"Integration with Zustand store verified","docs/COMPONENT_MIGRATION_GUIDE.md",181
Unchecked Task,medium,"Identify all components to migrate","docs/COMPONENT_MIGRATION_GUIDE.md",380
Unchecked Task,medium,"Create type mappings for data structures","docs/COMPONENT_MIGRATION_GUIDE.md",382
Unchecked Task,medium,"Update imports to new components","docs/COMPONENT_MIGRATION_GUIDE.md",383
Unchecked Task,medium,"Test functionality preservation","docs/COMPONENT_MIGRATION_GUIDE.md",384
Unchecked Task,medium,"Verify styling consistency","docs/COMPONENT_MIGRATION_GUIDE.md",385
Unchecked Task,medium,"Check accessibility compliance","docs/COMPONENT_MIGRATION_GUIDE.md",386
Unchecked Task,medium,"Update documentation","docs/COMPONENT_MIGRATION_GUIDE.md",387
Unchecked Task,medium,"Remove old component files","docs/COMPONENT_MIGRATION_GUIDE.md",388
Unchecked Task,medium,"Update tests","docs/COMPONENT_MIGRATION_GUIDE.md",389
Unchecked Task,medium,"Deploy and monitor","docs/COMPONENT_MIGRATION_GUIDE.md",390
Unchecked Task,medium,"No hardcoded fallback values in production code","docs/CRITICAL_FIXES_PLAN.md",35
Unchecked Task,medium,"Application fails to start without JWT_SECRET","docs/CRITICAL_FIXES_PLAN.md",36
Unchecked Task,medium,"Clear error message for developers","docs/CRITICAL_FIXES_PLAN.md",37
Unchecked Task,medium,"100% of security-critical tests pass","docs/CRITICAL_FIXES_PLAN.md",119
Unchecked Task,medium,"95%+ overall test pass rate","docs/CRITICAL_FIXES_PLAN.md",120
Unchecked Task,medium,"No test failures in CI/CD pipeline","docs/CRITICAL_FIXES_PLAN.md",121
Unchecked Task,medium,"JWT secret fallback removed","docs/CRITICAL_FIXES_PLAN.md",242
Unchecked Task,medium,"95%+ tests passing","docs/CRITICAL_FIXES_PLAN.md",243
Unchecked Task,medium,"Critical TypeScript errors fixed","docs/CRITICAL_FIXES_PLAN.md",244
Unchecked Task,medium,"Basic health check endpoint","docs/CRITICAL_FIXES_PLAN.md",245
Unchecked Task,medium,"100% test coverage","docs/CRITICAL_FIXES_PLAN.md",248
Unchecked Task,medium,"All TypeScript errors fixed","docs/CRITICAL_FIXES_PLAN.md",249
Unchecked Task,medium,"Full observability suite","docs/CRITICAL_FIXES_PLAN.md",250
Unchecked Task,medium,"Performance monitoring","docs/CRITICAL_FIXES_PLAN.md",251
Unchecked Task,medium,"Automated alerts","docs/CRITICAL_FIXES_PLAN.md",252
NOTE,low,"s","docs/CRITICAL_FIXES_PLAN.md",365
Unchecked Task,medium,"Fix auth page build error","docs/deployment/PRODUCTION_READINESS.md",60
Unchecked Task,medium,"Set environment variables in Vercel/hosting platform","docs/deployment/PRODUCTION_READINESS.md",61
Unchecked Task,medium,"Configure NextAuth with a provider (Google/Email)","docs/deployment/PRODUCTION_READINESS.md",62
Unchecked Task,medium,"Add error boundaries for better error handling","docs/deployment/PRODUCTION_READINESS.md",63
Unchecked Task,medium,"Implement basic analytics (Vercel Analytics ready)","docs/deployment/PRODUCTION_READINESS.md",64
Unchecked Task,medium,"Add privacy policy and terms of service pages","docs/deployment/PRODUCTION_READINESS.md",65
Unchecked Task,medium,"Configure proper CORS and security headers","docs/deployment/PRODUCTION_READINESS.md",66
Unchecked Task,medium,"Connect to real database (Supabase/Neon ready)","docs/deployment/PRODUCTION_READINESS.md",69
Unchecked Task,medium,"Implement real PDF processing with Claude API","docs/deployment/PRODUCTION_READINESS.md",70
Unchecked Task,medium,"Add loading skeletons for better UX","docs/deployment/PRODUCTION_READINESS.md",71
Unchecked Task,medium,"Implement proper logging and monitoring","docs/deployment/PRODUCTION_READINESS.md",72
Unchecked Task,medium,"Add unit tests for critical paths","docs/deployment/PRODUCTION_READINESS.md",73
Unchecked Task,medium,"Set up CI/CD pipeline","docs/deployment/PRODUCTION_READINESS.md",74
Unchecked Task,medium,"**IMPORTANT**: Rotate the exposed API keys immediately:","docs/deployment/SECURITY_CHECKLIST.md",8
Unchecked Task,medium,"Implement user authentication (NextAuth.js recommended)","docs/deployment/SECURITY_CHECKLIST.md",13
Unchecked Task,medium,"Add role-based access control (RBAC)","docs/deployment/SECURITY_CHECKLIST.md",14
Unchecked Task,medium,"Protect all admin routes (`/admin/*`)","docs/deployment/SECURITY_CHECKLIST.md",15
Unchecked Task,medium,"Implement session management","docs/deployment/SECURITY_CHECKLIST.md",16
Unchecked Task,medium,"Add password reset functionality","docs/deployment/SECURITY_CHECKLIST.md",17
Unchecked Task,medium,"Implement multi-factor authentication (MFA) for sensitive operations","docs/deployment/SECURITY_CHECKLIST.md",18
Unchecked Task,medium,"Migrate from localStorage to secure database","docs/deployment/SECURITY_CHECKLIST.md",21
Unchecked Task,medium,"Implement encryption at rest for sensitive medical data","docs/deployment/SECURITY_CHECKLIST.md",22
Unchecked Task,medium,"Implement encryption in transit (HTTPS only)","docs/deployment/SECURITY_CHECKLIST.md",23
Unchecked Task,medium,"Add data validation and sanitization","docs/deployment/SECURITY_CHECKLIST.md",24
Unchecked Task,medium,"Implement proper CORS policies","docs/deployment/SECURITY_CHECKLIST.md",25
Unchecked Task,medium,"Add CSRF protection","docs/deployment/SECURITY_CHECKLIST.md",26
Unchecked Task,medium,"Implement audit logging for all data access","docs/deployment/SECURITY_CHECKLIST.md",29
Unchecked Task,medium,"Add data retention policies","docs/deployment/SECURITY_CHECKLIST.md",30
Unchecked Task,medium,"Implement data export/portability features","docs/deployment/SECURITY_CHECKLIST.md",31
Unchecked Task,medium,"Create Business Associate Agreement (BAA) templates","docs/deployment/SECURITY_CHECKLIST.md",32
Unchecked Task,medium,"Implement access controls per HIPAA requirements","docs/deployment/SECURITY_CHECKLIST.md",33
Unchecked Task,medium,"Add data breach notification procedures","docs/deployment/SECURITY_CHECKLIST.md",34
Unchecked Task,medium,"Add rate limiting to prevent abuse","docs/deployment/SECURITY_CHECKLIST.md",37
Unchecked Task,medium,"Implement security headers (Helmet.js)","docs/deployment/SECURITY_CHECKLIST.md",38
Unchecked Task,medium,"Set up Web Application Firewall (WAF)","docs/deployment/SECURITY_CHECKLIST.md",39
Unchecked Task,medium,"Configure Content Security Policy (CSP)","docs/deployment/SECURITY_CHECKLIST.md",40
Unchecked Task,medium,"Implement DDoS protection","docs/deployment/SECURITY_CHECKLIST.md",41
Unchecked Task,medium,"Set up intrusion detection","docs/deployment/SECURITY_CHECKLIST.md",42
Unchecked Task,medium,"Set up production error monitoring (Sentry/DataDog)","docs/deployment/SECURITY_CHECKLIST.md",45
Unchecked Task,medium,"Implement security event logging","docs/deployment/SECURITY_CHECKLIST.md",46
Unchecked Task,medium,"Add performance monitoring","docs/deployment/SECURITY_CHECKLIST.md",47
Unchecked Task,medium,"Set up alerting for security events","docs/deployment/SECURITY_CHECKLIST.md",48
Unchecked Task,medium,"Implement log retention policies","docs/deployment/SECURITY_CHECKLIST.md",49
Unchecked Task,medium,"Add health check endpoints","docs/deployment/SECURITY_CHECKLIST.md",50
Unchecked Task,medium,"Add security-focused unit tests","docs/deployment/SECURITY_CHECKLIST.md",53
Unchecked Task,medium,"Implement integration tests for auth flows","docs/deployment/SECURITY_CHECKLIST.md",54
Unchecked Task,medium,"Perform security audit","docs/deployment/SECURITY_CHECKLIST.md",55
Unchecked Task,medium,"Conduct penetration testing","docs/deployment/SECURITY_CHECKLIST.md",56
Unchecked Task,medium,"Test OWASP Top 10 vulnerabilities","docs/deployment/SECURITY_CHECKLIST.md",57
Unchecked Task,medium,"Validate input sanitization","docs/deployment/SECURITY_CHECKLIST.md",58
Unchecked Task,medium,"Use environment variables for all secrets","docs/deployment/SECURITY_CHECKLIST.md",61
Unchecked Task,medium,"Implement secret rotation strategy","docs/deployment/SECURITY_CHECKLIST.md",62
Unchecked Task,medium,"Set up staging environment","docs/deployment/SECURITY_CHECKLIST.md",63
Unchecked Task,medium,"Configure automated security scanning in CI/CD","docs/deployment/SECURITY_CHECKLIST.md",64
Unchecked Task,medium,"Implement rollback procedures","docs/deployment/SECURITY_CHECKLIST.md",65
Unchecked Task,medium,"Document disaster recovery plan","docs/deployment/SECURITY_CHECKLIST.md",66
Unchecked Task,medium,"Create Privacy Policy","docs/deployment/SECURITY_CHECKLIST.md",69
Unchecked Task,medium,"Create Terms of Service","docs/deployment/SECURITY_CHECKLIST.md",70
Unchecked Task,medium,"Add cookie consent banner","docs/deployment/SECURITY_CHECKLIST.md",71
Unchecked Task,medium,"Implement GDPR compliance (if applicable)","docs/deployment/SECURITY_CHECKLIST.md",72
Unchecked Task,medium,"Document data processing procedures","docs/deployment/SECURITY_CHECKLIST.md",73
Unchecked Task,medium,"Create incident response plan","docs/deployment/SECURITY_CHECKLIST.md",74
Unchecked Task,medium,"Go to [supabase.com](https://supabase.com)","docs/deployment/SUPABASE_CHECKLIST.md",4
Unchecked Task,medium,"Sign up with GitHub (recommended) or email","docs/deployment/SUPABASE_CHECKLIST.md",5
Unchecked Task,medium,"Create new organization (if needed)","docs/deployment/SUPABASE_CHECKLIST.md",6
Unchecked Task,medium,"Click ""New Project""","docs/deployment/SUPABASE_CHECKLIST.md",9
Unchecked Task,medium,"Name: `care-tracker`","docs/deployment/SUPABASE_CHECKLIST.md",10
Unchecked Task,medium,"Generate strong password and **SAVE IT**","docs/deployment/SUPABASE_CHECKLIST.md",11
Unchecked Task,medium,"Select closest region","docs/deployment/SUPABASE_CHECKLIST.md",12
Unchecked Task,medium,"Wait ~2 minutes for project creation","docs/deployment/SUPABASE_CHECKLIST.md",13
Unchecked Task,medium,"Go to Settings → Database","docs/deployment/SUPABASE_CHECKLIST.md",16
Unchecked Task,medium,"Copy ""Connection pooling"" string (for app)","docs/deployment/SUPABASE_CHECKLIST.md",17
Unchecked Task,medium,"Copy ""Connection string"" (for migrations)","docs/deployment/SUPABASE_CHECKLIST.md",18
Unchecked Task,medium,"Replace DATABASE_URL with pooled connection string","docs/deployment/SUPABASE_CHECKLIST.md",21
Unchecked Task,medium,"Add `?pgbouncer=true` to the pooled URL","docs/deployment/SUPABASE_CHECKLIST.md",22
Unchecked Task,medium,"(Optional) Add DATABASE_URL_NON_POOLING with direct connection","docs/deployment/SUPABASE_CHECKLIST.md",23
Unchecked Task,medium,"Connection test passes","docs/deployment/SUPABASE_CHECKLIST.md",30
Unchecked Task,medium,"All tables created successfully","docs/deployment/SUPABASE_CHECKLIST.md",37
Unchecked Task,medium,"Can see tables in Prisma Studio","docs/deployment/SUPABASE_CHECKLIST.md",44
Unchecked Task,medium,"Can see tables in Supabase dashboard","docs/deployment/SUPABASE_CHECKLIST.md",45
Unchecked Task,medium,"Review Claude Memory status","docs/HYBRID_MEMORY_GUIDE.md",341
Unchecked Task,medium,"Check Memory Bank for updates","docs/HYBRID_MEMORY_GUIDE.md",343
Unchecked Task,medium,"Note any pending tasks","docs/HYBRID_MEMORY_GUIDE.md",344
Unchecked Task,medium,"Major changes","docs/HYBRID_MEMORY_GUIDE.md",354
Unchecked Task,medium,"New patterns learned","docs/HYBRID_MEMORY_GUIDE.md",355
Unchecked Task,medium,"Architectural decisions","docs/HYBRID_MEMORY_GUIDE.md",356
Unchecked Task,medium,"`memory-bank/CURRENT.md`","docs/HYBRID_MEMORY_GUIDE.md",365
Unchecked Task,medium,"`memory-bank/progress.md`","docs/HYBRID_MEMORY_GUIDE.md",366
Unchecked Task,medium,"`memory-bank/CHANGELOG.md` (if major features)","docs/HYBRID_MEMORY_GUIDE.md",367
Unchecked Task,medium,"Task 1","docs/HYBRID_MEMORY_GUIDE.md",415
Unchecked Task,medium,"Task 2","docs/HYBRID_MEMORY_GUIDE.md",416
Unchecked Task,medium,"Create directory structure (5 min)","docs/HYBRID_MEMORY_GUIDE.md",768
Unchecked Task,medium,"Add core JSON files (10 min)","docs/HYBRID_MEMORY_GUIDE.md",770
Unchecked Task,medium,"Create memory-utils.js (15 min)","docs/HYBRID_MEMORY_GUIDE.md",771
Unchecked Task,medium,"Add session scripts (10 min)","docs/HYBRID_MEMORY_GUIDE.md",772
Unchecked Task,medium,"Update package.json (5 min)","docs/HYBRID_MEMORY_GUIDE.md",773
Unchecked Task,medium,"Write CLAUDE.md (10 min)","docs/HYBRID_MEMORY_GUIDE.md",774
Unchecked Task,medium,"Test workflow (5 min)","docs/HYBRID_MEMORY_GUIDE.md",775
Unchecked Task,medium,"Run seed script to populate safety data","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",187
Unchecked Task,medium,"Test API endpoint returns safety info","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",188
Unchecked Task,medium,"Verify JSON parsing handles edge cases","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",189
Unchecked Task,medium,"Test with missing/incomplete safety data","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",190
Unchecked Task,medium,"Verify emergency contacts format correctly","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",191
Unchecked Task,medium,"Update mobile SDK to latest version","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",194
Unchecked Task,medium,"Remove mock safety data","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",195
Unchecked Task,medium,"Update UI components to use API data","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",196
Unchecked Task,medium,"Test offline caching","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",197
Unchecked Task,medium,"Test error handling","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",198
Unchecked Task,medium,"Verify emergency contacts display correctly","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",199
Unchecked Task,medium,"Test FAQ search/filtering","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",200
Unchecked Task,medium,"Test call functionality with emergency contacts","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",201
Unchecked Task,medium,"Verify all phone numbers are valid","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",204
Unchecked Task,medium,"Medical review of all symptoms","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",205
Unchecked Task,medium,"Procedure-specific FAQ accuracy","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",206
Unchecked Task,medium,"Category consistency","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",207
Unchecked Task,medium,"Patient-friendly language review","docs/IMPLEMENTATION_SUMMARY_SAFETY_API.md",208
Unchecked Task,medium,"JSON schemas documented","docs/MEMORY_HYBRID_PLAN.md",719
Unchecked Task,medium,"Read/write utilities built","docs/MEMORY_HYBRID_PLAN.md",720
Unchecked Task,medium,"CLAUDE.md updated with memory usage","docs/MEMORY_HYBRID_PLAN.md",721
Unchecked Task,medium,"Session start/end scripts created","docs/MEMORY_HYBRID_PLAN.md",722
Unchecked Task,medium,"Faster session startup (no need to re-read full memory bank)","docs/MEMORY_HYBRID_PLAN.md",725
Unchecked Task,medium,"Consistent context across sessions","docs/MEMORY_HYBRID_PLAN.md",726
Unchecked Task,medium,"Learned patterns applied automatically","docs/MEMORY_HYBRID_PLAN.md",727
Unchecked Task,medium,"Less repetitive questions","docs/MEMORY_HYBRID_PLAN.md",728
Unchecked Task,medium,"Sessions start with full project context","docs/MEMORY_HYBRID_PLAN.md",731
Unchecked Task,medium,"No repeated questions about tech stack","docs/MEMORY_HYBRID_PLAN.md",732
Unchecked Task,medium,"Code patterns consistently applied","docs/MEMORY_HYBRID_PLAN.md",733
Unchecked Task,medium,"Easy to update both systems","docs/MEMORY_HYBRID_PLAN.md",734
Unchecked Task,medium,"Anthropic Memory Tool API docs (when available)","docs/MEMORY_HYBRID_PLAN.md",761
